Año,Trimestre,Provincia,Accesos telefonía fija (total),Accesos telefonía fija (otros)
2015,2,Capital Federal,1654650.0,93171.0
2015,2,Catamarca,39141.0,2204.0
2015,2,Chaco,104243.0,5870.0
2015,2,Chubut,107612.0,6059.0
2015,2,Córdoba,724175.0,40777.0
2015,2,Corrientes,108530.0,6111.0
2015,2,Entre Ríos,229823.0,12941.0
2015,2,Formosa,41848.0,2356.0
2015,2,Jujuy,56443.0,3178.0
2015,2,La Pampa,78106.0,4398.0
2015,2,La Rioja,38903.0,2191.0
2015,2,Mendoza,350326.0,19726.0
2015,2,Misiones,110526.0,6224.0
2015,2,Neuquén,97708.0,5502.0
2015,2,Río Negro,131424.0,7400.0
2015,2,Salta,140955.0,7937.0
2015,2,San Juan,100775.0,5674.0
2015,2,San Luis,52860.0,2976.0
2015,2,Santa Cruz,58897.0,3316.0
2015,2,Santa Fe,764496.0,43048.0
2015,2,Santiago del Estero,70102.0,3947.0
2015,2,Tierra del Fuego,34186.0,1925.0
2015,2,Tucumán,212182.0,11948.0
2015,1,Buenos Aires,4801996.0,265115.0
2015,1,Capital Federal,1634130.0,90219.0
2015,1,Catamarca,39142.0,2161.0
2015,1,Chaco,104250.0,5756.0
2015,1,Chubut,104281.0,5757.0
2015,1,Córdoba,729084.0,40252.0
2015,1,Corrientes,108534.0,5992.0
2015,1,Entre Ríos,229839.0,12689.0
2015,1,Formosa,41854.0,2311.0
2015,1,Jujuy,56446.0,3116.0
2015,1,La Pampa,76862.0,4243.0
2015,1,La Rioja,38902.0,2148.0
2015,1,Mendoza,339093.0,18721.0
2015,1,Misiones,110526.0,6102.0
2015,1,Neuquén,96099.0,5306.0
2015,1,Río Negro,127343.0,7031.0
2015,1,Salta,140946.0,7782.0
2015,1,San Juan,98340.0,5429.0
2015,1,San Luis,52039.0,2873.0
2015,1,Santa Cruz,57685.0,3185.0
2015,1,Santa Fe,766506.0,42318.0
2015,1,Santiago del Estero,70101.0,3870.0
2015,1,Tierra del Fuego,33423.0,1845.0
2015,1,Tucumán,212265.0,11719.0
2014,4,Buenos Aires,4463139.0,258163.0
2014,4,Capital Federal,1615174.0,93427.0
2014,4,Catamarca,39423.0,2280.0
2014,4,Chaco,105378.0,6095.0
2014,4,Chubut,99562.0,5759.0
2014,4,Córdoba,731926.0,42337.0
2014,4,Corrientes,105219.0,6086.0
2014,4,Entre Ríos,230049.0,13307.0
2014,4,Formosa,42133.0,2437.0
2014,4,Jujuy,56456.0,3266.0
2014,4,La Pampa,73063.0,4226.0
2014,4,La Rioja,39162.0,2265.0
2014,4,Mendoza,327635.0,18952.0
2014,4,Misiones,111784.0,6466.0
2014,4,Neuquén,93902.0,5432.0
2014,4,Río Negro,123365.0,7136.0
2014,4,Salta,141211.0,8168.0
2014,4,San Juan,95135.0,5503.0
2014,4,San Luis,51237.0,2964.0
2014,4,Santa Cruz,41523.0,2402.0
2014,4,Santa Fe,770455.0,44566.0
2014,4,Santiago del Estero,70523.0,4079.0
2014,4,Tierra del Fuego,32912.0,1904.0
2014,4,Tucumán,212990.0,12320.0
2014,3,Buenos Aires,4405762.0,258701.0
2014,3,Capital Federal,1607082.0,94366.0
2014,3,Catamarca,39453.0,2317.0
2014,3,Chaco,105864.0,6216.0
2014,3,Chubut,98074.0,5759.0
2014,3,Córdoba,733130.0,43049.0
2014,3,Corrientes,105505.0,6195.0
2014,3,Entre Ríos,230563.0,13538.0
2014,3,Formosa,42310.0,2484.0
2014,3,Jujuy,56366.0,3310.0
2014,3,La Pampa,72155.0,4237.0
2014,3,La Rioja,39373.0,2312.0
2014,3,Mendoza,320228.0,18803.0
2014,3,Misiones,111998.0,6576.0
2014,3,Neuquén,92775.0,5448.0
2014,3,Río Negro,121350.0,7126.0
2014,3,Salta,141312.0,8298.0
2014,3,San Juan,93056.0,5464.0
2014,3,San Luis,50779.0,2982.0
2014,3,Santa Cruz,41015.0,2408.0
2014,3,Santa Fe,772744.0,45375.0
2014,3,Santiago del Estero,70719.0,4153.0
2014,3,Tierra del Fuego,32698.0,1920.0
2014,3,Tucumán,212958.0,12505.0
2014,2,Buenos Aires,4379382.0,262381.0
2014,2,Capital Federal,1602485.0,96009.0
2014,2,Catamarca,39351.0,2358.0
2014,2,Chaco,102310.0,6130.0
2014,2,Chubut,97603.0,5848.0
2014,2,Córdoba,737107.0,44162.0
2014,2,Corrientes,102628.0,6149.0
2014,2,Entre Ríos,223774.0,13407.0
2014,2,Formosa,42246.0,2531.0
2014,2,Jujuy,56187.0,3366.0
2014,2,La Pampa,72837.0,4364.0
2014,2,La Rioja,39474.0,2365.0
2014,2,Mendoza,320351.0,19193.0
2014,2,Misiones,110906.0,6645.0
2014,2,Neuquén,92792.0,5559.0
2014,2,Río Negro,121250.0,7264.0
2014,2,Salta,141122.0,8455.0
2014,2,San Juan,92439.0,5538.0
2014,2,San Luis,51093.0,3061.0
2014,2,Santa Cruz,40728.0,2440.0
2014,2,Santa Fe,767767.0,45999.0
2014,2,Santiago del Estero,70616.0,4231.0
2014,2,Tierra del Fuego,32631.0,1955.0
2014,2,Tucumán,211913.0,12696.0
2014,1,Buenos Aires,4385408.0,260266.0
2014,1,Capital Federal,1604914.0,95249.0
2014,1,Catamarca,39318.0,2333.0
2014,1,Chaco,102435.0,6079.0
2014,1,Chubut,97607.0,5793.0
2014,1,Córdoba,741515.0,44007.0
2014,1,Corrientes,102607.0,6090.0
2014,1,Entre Ríos,223508.0,13265.0
2014,1,Formosa,42201.0,2505.0
2014,1,Jujuy,55953.0,3321.0
2014,1,La Pampa,72038.0,4275.0
2014,1,La Rioja,39625.0,2352.0
2014,1,Mendoza,320413.0,19016.0
2014,1,Misiones,111018.0,6589.0
2014,1,Neuquén,92732.0,5503.0
2014,1,Río Negro,121289.0,7198.0
2014,1,Salta,140841.0,8359.0
2014,1,San Juan,92461.0,5487.0
2014,1,San Luis,51097.0,3032.0
2014,1,Santa Cruz,40625.0,2411.0
2014,1,Santa Fe,770361.0,45719.0
2014,1,Santiago del Estero,70717.0,4197.0
2014,1,Tierra del Fuego,32631.0,1937.0
2014,1,Tucumán,210917.0,12517.0
